@RELATION SCMIR
@ATTRIBUTE 0 NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@DATA
1,0.79583984613419,0.72297292947769,0.56410270929337,0.92447245121002,0,0,0.047118775546551,0.1647577136755,0.68096375465393,0.057844527065754
0.93434548377991,1,0.66891884803772,0.62820518016815,1,0.0058598993346095,0.39803358912468,0.10268590599298,0.050707571208477,0,1
0.84970706701279,0.83082759380341,0.4932433962822,0.5555557012558,0.80678087472916,0.18085117638111,0.8038831949234,0.75789403915405,0.1583264619112,0.56061363220215,0.18264053761959
0.76854807138443,0.36450570821762,0,0.3034188747406,0.31253483891487,0.13150274753571,0.41285184025764,1,0.066742956638336,0.79473060369492,0.024227365851402
0.69251531362534,0.18836897611618,0,0,0.091307274997234,0.22380822896957,0.69299954175949,0.18180251121521,0,0.85283732414246,0.004822957329452
0.62153440713882,0,0.020270129665732,0.10256416350603,0.013612375594676,0.27090865373611,0.5966078042984,0.8695547580719,0.28533598780632,0.91147893667221,0.0043708840385079
0.5553070306778,0.27066192030907,0.43243271112442,0.47008556127548,0.13910199701786,0.49224048852921,0.20510441064835,0.28796696662903,0.56217151880264,0.95448464155197,0.0010393621632829
0.49649977684021,0.3536257147789,0.56081068515778,0.97863256931305,0,0.77608340978622,0.47941836714745,0.25740706920624,0.82735359668732,0.95324820280075,0.0017338261241093
0.43916696310043,0.5243713259697,0.81081068515778,0.99572658538818,0.010527356527746,0.94665461778641,0.3952003121376,0.10475322604179,0.93110519647598,0.96269363164902,0.0015191321726888
0.38518187403679,0.27241778373718,0.51351380348206,0.97435915470123,0.038094956427813,0.56254655122757,0.66471785306931,0.18535275757313,0.84859538078308,0.95737272500992,0.00054278457537293
0.33615919947624,0.14277547597885,0.16891886293888,0.34188035130501,0.19880652427673,0.27502626180649,0.61589455604553,0.047321502119303,0.48705986142159,0.97524690628052,0.00058168987743556
0.28961274027824,0.058327082544565,0.30405408143997,0.3760684132576,0.11478091776371,0.412996083498,1,0.12329243868589,0.58322310447693,0.96864050626755,0.00078234967077151
0.24561302363873,0.00412926543504,0.1283783018589,0.26068380475044,0.097507864236832,0.17062962055206,0.2753072977066,0.057945922017097,0.44910427927971,0.96642857789993,0.00040740449912846
0.20482239127159,0.25340071320534,0.53378367424011,0.7051283121109,0.17188733816147,0.29443374276161,0.80036425590515,0.053966678678989,0.72534197568893,0.97823518514633,0.0001154889469035
0.16908675432205,0.43898525834084,0.73648679256439,0.9829061627388,0.071338824927807,0.58940559625626,0.7481461763382,0.1377051025629,0.84034848213196,0.98212188482285,0.00027527401107363
0.13318555057049,0.57498419284821,0.77702707052231,0.97863256931305,0.21705833077431,0.78176909685135,0.23309394717216,0,0.87378549575806,1,0.00036364531842992
0.10245862603188,0.39153307676315,0.58783775568008,0.94444453716278,0.20227010548115,0.55028057098389,0.51024830341339,0.086644813418388,0.74332565069199,0.99334710836411,7.4580515502021e-05
0.077395111322403,0.3836595416069,0.70270252227783,0.97435915470123,0.16637292504311,0.68374156951904,0.13855609297752,0.091746836900711,0.8636702299118,0.98559802770615,0.0010120596271008
0.049812622368336,0.27849012613297,0.65540564060211,0.9572651386261,0.13527078926563,0.49768796563148,0.38024380803108,0.0098473820835352,0.86350178718567,0.98193609714508,0.001237815595232
0.023479826748371,0.18580850958824,0.39189183712006,0.42735049128532,0.13087572157383,0.31080317497253,0.55994760990143,0.0094283111393452,0.64969116449356,0.98688578605652,0
0,0.3060522377491,0.7432433962822,0.86324799060822,0.18766008317471,0.39830157160759,0.36983093619347,0.095236167311668,0.76991140842438,0.99098634719849,0.00039657577872276
0.046376176178455,0.58636182546616,0.91216224431992,0.99572658538818,0.1119956895709,0.86009341478348,0.20664049685001,0.052852116525173,0.93787658214569,0.99721801280975,0.00052197783952579
0.023585604503751,0.67084330320358,1,1,0.070302106440067,1,0.33271169662476,0.052192352712154,0.96394318342209,0.99481981992722,0.0005580282304436
0.0016102087683976,0.50655990839005,0.93243271112442,0.99572658538818,0.067445933818817,0.78081583976746,0.73955166339874,0.10480932891369,1,0.99547898769379,0.00019722140859812
