@RELATION SCMIR
@ATTRIBUTE 0 NUMERIC
@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@DATA
0.65360790491104,0.60273545980453,0.38790044188499,0.36548233032227,0.41399037837982,0,0,0,0.28858512639999,0.64259570837021,0.076539576053619
1,0.26097047328949,0.17793601751328,0.14213205873966,0.21340575814247,0.16010703146458,0.083303704857826,0.15672099590302,0.12439195811749,0.11916878074408,0.89271891117096
0.94362658262253,0.10489708185196,0.0071174404583871,0.10152290016413,0.086792498826981,0.58626329898834,0.71559971570969,0.40395531058311,0.04812927916646,0,1
0.85905277729034,0.24396742880344,0.078291848301888,0.12690362334251,0.071404039859772,0.84525799751282,0.64584732055664,0.88823956251144,0.023842999711633,0.27234977483749,0.6377454996109
0.7350999712944,0.21701303124428,0.06049832701683,0,0.051391836255789,0.014792749658227,0.23999743163586,0.079189330339432,0.0032673645764589,0.44311872124672,0.23771378397942
0.61944794654846,0,0,0.020304581150413,0,0.60404300689697,0.48396223783493,0.74890464544296,0,0.90960341691971,0.0095121255144477
0.5115402340889,0.11665479838848,0.10676161199808,0.096446752548218,0.079575769603252,0.59876948595047,1,0.4988212287426,0.065762020647526,0.9610236287117,0.0016128745628521
0.41085934638977,0.30514174699783,0.20640577375889,0.24873098731041,0.18390782177448,0.065151937305927,0.37209624052048,0.1106124073267,0.14302623271942,0.973124563694,0.00037184872780927
0.31692063808441,0.25705528259277,0.17437721788883,0.25380712747574,0.1885147690773,0.19672991335392,0.32596218585968,0.2242277264595,0.14867454767227,0.98230892419815,0.00019335867546033
0.2292728126049,0.17906972765923,0.053380884230137,0.28426399827003,0.097087144851685,0.65201073884964,0.57134193181992,0.46910801529884,0.08301892131567,0.98294717073441,0.00018187586101703
0.14749448001385,0.46492880582809,0.29537370800972,0.50253814458847,0.3771590590477,0.16241991519928,0.56442606449127,0.19383062422276,0.30451411008835,0.99209535121918,2.1041720174253e-05
0.071192212402821,0.69163233041763,0.47330954670906,0.63959395885468,0.63282805681229,0.84405887126923,0.8819220662117,0.71193325519562,0.60226196050644,0.99788868427277,0
0,1,1,1,1,1,0.42874726653099,1,1,1,0
